Accession	Organism	Kingdom	Protein_Length	Cleavage_Site	label	Transmembrane_Helix_N_Terminus	fold	Type
K7WDL7	Catharanthus roseus	Plants	388		0	False	0.0	train
Q9HCS7	Homo sapiens	Metazoa	855		0	False	1.0	train
Q12146	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	194		0	False	2.0	train
Q8CGB3	Mus musculus	Metazoa	1411		0	False	2.0	train
P14284	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1504		0	False	2.0	train
Q9M1I7	Arabidopsis thaliana	Plants	467		0	False	0.0	train
Q9N425	Caenorhabditis elegans	Metazoa	501		0	False	3.0	train
Q4KLP8	Xenopus laevis	Metazoa	663		0	False	2.0	train
P38291	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	140		0	False	2.0	train
Q02080	Homo sapiens	Metazoa	365		0	False	3.0	train
G5EC68	Caenorhabditis elegans	Metazoa	85	17.0	1		2.0	train
Q13426	Homo sapiens	Metazoa	336		0	False	4.0	train
Q17390	Caenorhabditis elegans	Metazoa	791		0	False	2.0	train
P33339	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1025		0	False	2.0	train
P53246	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	860		0	False	1.0	train
Q9R1M5	Mus musculus	Metazoa	1163		0	False	1.0	train
Q01613	Xenopus laevis	Metazoa	1420		0	False	4.0	train
Q99519	Homo sapiens	Metazoa	415	47.0	1		0.0	train
Q8GW29	Arabidopsis thaliana	Plants	217		0	False	0.0	train
Q4ADV7	Homo sapiens	Metazoa	1423		0	False	0.0	train
Q9FFZ1	Arabidopsis thaliana	Plants	484		0	False	3.0	train
Q7RTY1	Homo sapiens	Metazoa	509		0	True	0.0	train
Q18909	Caenorhabditis elegans	Metazoa	319		0	False	2.0	train
Q8IZY2	Homo sapiens	Metazoa	2146		0	True	1.0	train
Q9STG9	Arabidopsis thaliana	Plants	561		0	False	1.0	train
Q26635	Sarcophaga peregrina	Metazoa	354		0	False	4.0	train
Q9V968	Drosophila melanogaster	Metazoa	218		0	False	3.0	train
Q8VZS3	Arabidopsis thaliana	Plants	354		0	False	2.0	train
Q945U0	Phytophthora sojae	Other	257	28.0	1		3.0	train
P56192	Homo sapiens	Metazoa	900		0	False	3.0	train
P97852	Rattus norvegicus	Metazoa	735		0	False	3.0	train
Q8VCF0	Mus musculus	Metazoa	503		0	False	1.0	train
Q35914	Sus scrofa	Metazoa	67		0	True	0.0	train
Q96T76	Homo sapiens	Metazoa	1030		0	False	4.0	train
Q93442	Caenorhabditis elegans	Metazoa	2862		0	False	3.0	train
Q55U20	Cryptococcus neoformans var. neoformans serotype D (strain B-3501A)	Fungi	458	51.0	1		1.0	train
P80470	Spinacia oleracea	Plants	199		0	False	4.0	train
Q9FFF4	Arabidopsis thaliana	Plants	477		0	False	2.0	train
C0HM83	Homo sapiens	Metazoa	58		0	False	0.0	train
P25651	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	190		0	False	1.0	train
Q9VKM1	Drosophila melanogaster	Metazoa	843		0	False	2.0	train
Q9QX74	Rattus norvegicus	Metazoa	1474		0	False	3.0	train
P84843	Hybomitra bimaculata	Metazoa	76	20.0	1		3.0	train
Q9W4N2	Drosophila melanogaster	Metazoa	788		0	False	2.0	train
Q86VP1	Homo sapiens	Metazoa	789		0	False	2.0	train
Q38895	Arabidopsis thaliana	Plants	204		0	False	2.0	train
Q5XG73	Mus musculus	Metazoa	508		0	False	0.0	train
Q8BGY9	Mus musculus	Metazoa	580		0	True	2.0	train
Q8L774	Arabidopsis thaliana	Plants	389		0	False	0.0	train
O95696	Homo sapiens	Metazoa	1058		0	False	0.0	train
F4JV80	Arabidopsis thaliana	Plants	155		0	False	1.0	train
Q15233	Homo sapiens	Metazoa	471		0	False	2.0	train
P08050	Rattus norvegicus	Metazoa	382		0	True	0.0	train
Q9UBI1	Homo sapiens	Metazoa	195		0	False	2.0	train
F4IDB2	Arabidopsis thaliana	Plants	1325		0	False	1.0	train
O74387	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	287		0	False	3.0	train
O94410	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	186		0	False	3.0	train
O35484	Mus musculus	Metazoa	448		0	False	1.0	train
Q8IYW5	Homo sapiens	Metazoa	571		0	False	4.0	train
P0C2B9	Rattus norvegicus	Metazoa	141		0	False	1.0	train
Q10214	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	131		0	False	4.0	train
P12686	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	339		0	False	2.0	train
Q70SU7	Salvelinus alpinus	Metazoa	342	19.0	1		0.0	train
Q15424	Homo sapiens	Metazoa	915		0	False	1.0	train
O43070	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	613		0	False	0.0	train
P06105	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1222		0	False	2.0	train
P51460	Homo sapiens	Metazoa	131	20.0	1		4.0	train
Q8IWD4	Homo sapiens	Metazoa	279		0	False	2.0	train
Q501F9	Arabidopsis thaliana	Plants	370		0	False	4.0	train
Q15080	Homo sapiens	Metazoa	339		0	False	2.0	train
Q9H227	Homo sapiens	Metazoa	469		0	False	3.0	train
Q9LTQ0	Arabidopsis thaliana	Plants	391		0	False	0.0	train
Q13352	Homo sapiens	Metazoa	177		0	False	2.0	train
Q96VH4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	193		0	False	1.0	train
P0C2C1	Rattus norvegicus	Metazoa	160		0	False	0.0	train
Q9ZW33	Arabidopsis thaliana	Plants	83		0	False	4.0	train
O94519	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	311		0	False	1.0	train
Q9NWW0	Homo sapiens	Metazoa	138		0	False	1.0	train
W2SDE2	Cyphellophora europaea (strain CBS 101466)	Fungi	346		0	False	1.0	train
Q6PIU2	Homo sapiens	Metazoa	408		0	True	3.0	train
Q0WVF8	Arabidopsis thaliana	Plants	1134		0	False	3.0	train
Q06266	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	489		0	False	3.0	train
O14786	Homo sapiens	Metazoa	923	21.0	1		4.0	train
P55847	Penaeus japonicus	Metazoa	105	28.0	1		1.0	train
Q66HL2	Rattus norvegicus	Metazoa	509		0	False	2.0	train
P29460	Homo sapiens	Metazoa	328	22.0	1		0.0	train
P40858	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	161		0	False	0.0	train
Q968Z6	Dictyostelium discoideum	Other	557	19.0	1		1.0	train
Q80XX4	Rattus norvegicus	Metazoa	82		0	False	2.0	train
Q9CR61	Mus musculus	Metazoa	137		0	False	3.0	train
P01129	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	767		0	False	0.0	train
Q04705	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	352		0	True	1.0	train
Q9QZI7	Rattus norvegicus	Metazoa	287		0	False	0.0	train
Q6PJG6	Homo sapiens	Metazoa	821		0	False	0.0	train
Q8BMD2	Mus musculus	Metazoa	852		0	False	2.0	train
Q6GNV6	Xenopus laevis	Metazoa	856		0	False	0.0	train
Q6UWJ8	Homo sapiens	Metazoa	174	29.0	1		3.0	train
P42847	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	217		0	False	4.0	train
P81269	Mus musculus	Metazoa	269		0	False	1.0	train
Q9FME4	Arabidopsis thaliana	Plants	521		0	False	1.0	train
Q5AJU7	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	499		0	False	4.0	train
Q7RYM5	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	292		0	False	1.0	train
Q9USM1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	388		0	False	3.0	train
Q9LXR9	Arabidopsis thaliana	Plants	348		0	False	2.0	train
P32903	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	40		0	True	3.0	train
Q99315	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1547		0	False	2.0	train
P36177	Euglena gracilis	Other	538		0	False	4.0	train
P29083	Homo sapiens	Metazoa	439		0	False	3.0	train
A2A288	Homo sapiens	Metazoa	527		0	False	3.0	train
P48629	Spinacia oleracea	Plants	447		0	False	2.0	train
Q9Y3E7	Homo sapiens	Metazoa	222		0	False	3.0	train
Q8TDG4	Homo sapiens	Metazoa	1101		0	False	4.0	train
Q86UA6	Homo sapiens	Metazoa	219		0	False	0.0	train
Q12445	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	299		0	True	4.0	train
P02659	Gallus gallus	Metazoa	106	24.0	1		0.0	train
Q8RVC7	Chlamydomonas reinhardtii	Plants	411		0	False	3.0	train
P21375	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	501		0	False	3.0	train
Q9FJF4	Arabidopsis thaliana	Plants	306		0	False	3.0	train
Q9STS7	Arabidopsis thaliana	Plants	353		0	False	4.0	train
Q7Z624	Homo sapiens	Metazoa	323		0	False	2.0	train
F1RRV3	Sus scrofa	Metazoa	2692	19.0	1		4.0	train
O97297	Plasmodium falciparum (isolate 3D7)	Other	404		0	False	2.0	train
Q6NXG1	Homo sapiens	Metazoa	681		0	False	2.0	train
P15291	Homo sapiens	Metazoa	398		0	True	0.0	train
Q9D328	Mus musculus	Metazoa	167		0	True	4.0	train
O00287	Homo sapiens	Metazoa	272		0	False	2.0	train
Q6B860	Bos taurus	Metazoa	128		0	False	1.0	train
Q6NPN9	Arabidopsis thaliana	Plants	350		0	False	1.0	train
Q86SC0	Oryctes rhinoceros	Metazoa	66	26.0	1		3.0	train
Q96PX9	Homo sapiens	Metazoa	1627		0	False	0.0	train
O94643	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	441		0	False	4.0	train
Q96IR7	Homo sapiens	Metazoa	371		0	False	4.0	train
O76064	Homo sapiens	Metazoa	485		0	False	1.0	train
Q6P8X9	Mus musculus	Metazoa	189		0	False	4.0	train
Q6L8Q7	Homo sapiens	Metazoa	609		0	False	0.0	train
P40382	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	444		0	False	4.0	train
Q24167	Drosophila melanogaster	Metazoa	1507		0	False	4.0	train
Q9H3F6	Homo sapiens	Metazoa	313		0	False	2.0	train
P24345	Zea mays	Plants	359		0	False	2.0	train
Q9SG86	Arabidopsis thaliana	Plants	675		0	False	4.0	train
Q9P0N8	Homo sapiens	Metazoa	246		0	False	2.0	train
Q9SCL7	Arabidopsis thaliana	Plants	347		0	False	0.0	train
Q9H1U9	Homo sapiens	Metazoa	297		0	True	0.0	train
D0Q0Y7	Rattus norvegicus	Metazoa	160		0	True	2.0	train
Q8LD43	Arabidopsis thaliana	Plants	62	22.0	1		1.0	train
Q9CQP8	Mus musculus	Metazoa	194		0	False	0.0	train
Q9Y2T6	Homo sapiens	Metazoa	319		0	True	2.0	train
P49107	Arabidopsis thaliana	Plants	171		0	False	1.0	train
Q9LGE3	Oryza sativa subsp. japonica	Plants	109		0	False	2.0	train
Q94920	Drosophila melanogaster	Metazoa	282		0	False	1.0	train
O73622	Xenopus laevis	Metazoa	293		0	False	4.0	train
Q14978	Homo sapiens	Metazoa	699		0	False	2.0	train
P82538	Arabidopsis thaliana	Plants	230		0	False	4.0	train
Q99LG4	Mus musculus	Metazoa	440		0	False	3.0	train
O43719	Homo sapiens	Metazoa	755		0	False	0.0	train
O00206	Homo sapiens	Metazoa	839	23.0	1		4.0	train
Q17TI5	Arabidopsis thaliana	Plants	344		0	False	1.0	train
P42117	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	82		0	True	1.0	train
Q80ZG2	Rattus norvegicus	Metazoa	678		0	False	2.0	train
Q06623	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	655		0	False	3.0	train
P13686	Homo sapiens	Metazoa	325	21.0	1		0.0	train
Q9UBC1	Homo sapiens	Metazoa	381		0	False	2.0	train
P46678	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	594		0	False	4.0	train
Q7SCE9	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	385	18.0	1		2.0	train
Q8JFQ4	Gallus gallus	Metazoa	277		0	False	0.0	train
P36088	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	180		0	False	4.0	train
P40064	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1391		0	False	2.0	train
Q8NCN2	Homo sapiens	Metazoa	500		0	False	4.0	train
O74517	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	278		0	False	1.0	train
Q7DMA9	Arabidopsis thaliana	Plants	635		0	False	2.0	train
S7VVK4	Toxoplasma gondii (strain ATCC 50853 / GT1)	Other	4367		0	False	2.0	train
O14141	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	241		0	False	4.0	train
F4ICK8	Arabidopsis thaliana	Plants	502		0	False	3.0	train
H2L056	Caenorhabditis elegans	Metazoa	613		0	False	1.0	train
Q6IQ55	Homo sapiens	Metazoa	1244		0	False	1.0	train
Q9W1X4	Drosophila melanogaster	Metazoa	1711		0	False	2.0	train
Q02126	Hordeum vulgare	Plants	330	25.0	1		3.0	train
O14423	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	514		0	False	3.0	train
Q6YN16	Homo sapiens	Metazoa	418		0	False	1.0	train
Q92574	Homo sapiens	Metazoa	1164		0	False	3.0	train
P87231	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	608		0	False	4.0	train
Q9Y253	Homo sapiens	Metazoa	713		0	False	4.0	train
O74418	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	244		0	False	2.0	train
Q84T94	Oryza sativa subsp. japonica	Plants	639		0	False	4.0	train
Q9LSQ5	Arabidopsis thaliana	Plants	204		0	False	3.0	train
Q9FZD1	Arabidopsis thaliana	Plants	630		0	False	4.0	train
P86452	Homo sapiens	Metazoa	979		0	False	2.0	train
A0A0D1DYJ6	Mycosarcoma maydis	Fungi	619		0	True	0.0	train
Q9VL14	Drosophila melanogaster	Metazoa	118		0	False	1.0	train
Q7Z7F0	Homo sapiens	Metazoa	614		0	False	1.0	train
Q9M086	Arabidopsis thaliana	Plants	1883		0	False	4.0	train
Q680Q4	Arabidopsis thaliana	Plants	884		0	False	2.0	train
Q2V3L3	Arabidopsis thaliana	Plants	387		0	False	3.0	train
Q8ISM1	Giardia intestinalis	Other	755		0	False	4.0	train
Q9NQV6	Homo sapiens	Metazoa	1147		0	False	0.0	train
Q93YN0	Arabidopsis thaliana	Plants	187		0	False	4.0	train
Q9U1H9	Drosophila melanogaster	Metazoa	672		0	False	3.0	train
O35094	Rattus norvegicus	Metazoa	453		0	False	1.0	train
O94238	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	134		0	False	4.0	train
O14791	Homo sapiens	Metazoa	398	27.0	1		1.0	train
Q96KM6	Homo sapiens	Metazoa	892		0	False	4.0	train
Q8IWS0	Homo sapiens	Metazoa	365		0	False	3.0	train
Q12334	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	223		0	False	3.0	train
Q96G30	Homo sapiens	Metazoa	205		0	True	3.0	train
Q99N89	Mus musculus	Metazoa	183		0	False	3.0	train
Q93VT9	Arabidopsis thaliana	Plants	220		0	False	2.0	train
Q8VWG3	Arabidopsis thaliana	Plants	303		0	False	2.0	train
Q02486	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	183		0	False	1.0	train
Q9Y4E1	Homo sapiens	Metazoa	1341		0	False	3.0	train
O77264	Drosophila melanogaster	Metazoa	361		0	False	4.0	train
Q40975	Papaver rhoeas	Plants	139	19.0	1		1.0	train
Q9NPG3	Homo sapiens	Metazoa	1134		0	False	3.0	train
Q86Y01	Homo sapiens	Metazoa	620		0	False	2.0	train
Q9ESJ7	Mus musculus	Metazoa	259		0	False	4.0	train
Q9NUM3	Homo sapiens	Metazoa	307		0	True	2.0	train
Q12546	Aspergillus ficuum	Fungi	614	22.0	1		2.0	train
Q09969	Caenorhabditis elegans	Metazoa	221		0	False	0.0	train
B8Y6I0	Zea mays	Plants	786		0	False	0.0	train
P38110	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2787		0	False	3.0	train
Q96VH5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	97		0	True	1.0	train
Q94637	Oscheius tipulae	Metazoa	1648	15.0	1		1.0	train
Q5TA50	Homo sapiens	Metazoa	214		0	False	0.0	train
Q8N7A1	Homo sapiens	Metazoa	406		0	False	1.0	train
Q92974	Homo sapiens	Metazoa	986		0	False	3.0	train
Q8IRW8	Drosophila melanogaster	Metazoa	2431		0	False	0.0	train
Q6IBW4	Homo sapiens	Metazoa	605		0	False	0.0	train
Q3UK10	Mus musculus	Metazoa	175		0	False	0.0	train
Q9NQ25	Homo sapiens	Metazoa	335	22.0	1		3.0	train
Q84Y18	Arabidopsis thaliana	Plants	332		0	False	3.0	train
B2KNH9	Dendrobium findlayanum	Plants	167	24.0	1		1.0	train
Q9VGH1	Drosophila melanogaster	Metazoa	520		0	False	2.0	train
P17655	Homo sapiens	Metazoa	700		0	False	2.0	train
Q38946	Arabidopsis thaliana	Plants	411		0	False	0.0	train
P40506	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	365		0	False	2.0	train
Q6DKI7	Homo sapiens	Metazoa	326		0	True	2.0	train
P53327	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1967		0	False	3.0	train
P38687	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	599		0	False	4.0	train
Q585P3	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	524		0	False	2.0	train
Q9CWR0	Mus musculus	Metazoa	618		0	False	1.0	train
P78524	Homo sapiens	Metazoa	1137		0	False	3.0	train
Q9VUF8	Drosophila melanogaster	Metazoa	540		0	False	4.0	train
Q9XZT7	Drosophila melanogaster	Metazoa	146		0	False	4.0	train
P16522	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	626		0	False	0.0	train
Q9H3S7	Homo sapiens	Metazoa	1636		0	False	3.0	train
P13002	Drosophila melanogaster	Metazoa	1333		0	False	1.0	train
P12852	Chlamydomonas reinhardtii	Plants	199		0	False	4.0	train
Q10252	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	358		0	True	3.0	train
P53850	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	401		0	False	3.0	train
Q8H1D4	Arabidopsis thaliana	Plants	355		0	False	4.0	train
Q9LW00	Arabidopsis thaliana	Plants	254		0	False	0.0	train
Q5T890	Homo sapiens	Metazoa	1550		0	False	3.0	train
Q5HYJ3	Homo sapiens	Metazoa	339		0	False	0.0	train
Q01726	Homo sapiens	Metazoa	317		0	True	1.0	train
A1L188	Homo sapiens	Metazoa	74		0	False	3.0	train
Q674X7	Homo sapiens	Metazoa	775		0	False	2.0	train
Q80US8	Mus musculus	Metazoa	206		0	False	1.0	train
P69770	Conus marmoreus	Metazoa	94	25.0	1		1.0	train
P50749	Homo sapiens	Metazoa	326		0	False	0.0	train
Q24573	Drosophila melanogaster	Metazoa	911		0	False	2.0	train
O42709	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	593		0	False	0.0	train
Q8H1E5	Arabidopsis thaliana	Plants	783		0	False	2.0	train
Q8ISL8	Apis mellifera	Metazoa	78	24.0	1		1.0	train
Q25589	Faxonius limosus	Metazoa	135	26.0	1		1.0	train
Q96MB7	Homo sapiens	Metazoa	349		0	False	4.0	train
Q9D7K5	Mus musculus	Metazoa	258		0	False	3.0	train
Q9XVS8	Caenorhabditis elegans	Metazoa	405		0	False	3.0	train
A6NJ78	Homo sapiens	Metazoa	407		0	False	0.0	train
Q61823	Mus musculus	Metazoa	469		0	False	3.0	train
Q8I615	Plasmodium falciparum (isolate 3D7)	Other	1189		0	False	3.0	train
P30793	Homo sapiens	Metazoa	250		0	False	2.0	train
P34111	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1160		0	False	4.0	train
A6NHX0	Homo sapiens	Metazoa	329		0	False	3.0	train
O02826	Sus scrofa	Metazoa	111	20.0	1		3.0	train
Q9URT8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	111		0	False	2.0	train
O75943	Homo sapiens	Metazoa	681		0	False	2.0	train
Q9Y4X3	Homo sapiens	Metazoa	112	24.0	1		1.0	train
Q9LNE8	Arabidopsis thaliana	Plants	200		0	False	3.0	train
Q92785	Homo sapiens	Metazoa	391		0	False	2.0	train
O42637	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	797		0	False	3.0	train
Q04347	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	519		0	False	1.0	train
P40156	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	214		0	False	2.0	train
P03925	Mus musculus	Metazoa	172		0	True	0.0	train
Q0WMY5	Arabidopsis thaliana	Plants	952		0	False	3.0	train
P36152	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	348		0	False	4.0	train
Q0WSX8	Arabidopsis thaliana	Plants	255		0	False	2.0	train
Q9W3M3	Drosophila melanogaster	Metazoa	2219		0	False	4.0	train
O13600	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	209		0	False	2.0	train
Q04110	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	302		0	False	2.0	train
Q9FFA7	Arabidopsis thaliana	Plants	368		0	False	0.0	train
P36631	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	468		0	False	4.0	train
P91082	Caenorhabditis elegans	Metazoa	317		0	False	2.0	train
O23174	Arabidopsis thaliana	Plants	536		0	False	2.0	train
P36114	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	725		0	False	1.0	train
Q63707	Rattus norvegicus	Metazoa	395		0	True	4.0	train
O14215	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	454		0	False	1.0	train
Q14249	Homo sapiens	Metazoa	297		0	False	4.0	train
P38877	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133		0	False	4.0	train
Q7L0X2	Homo sapiens	Metazoa	663		0	False	0.0	train
Q8CCG4	Mus musculus	Metazoa	296		0	False	4.0	train
Q96JB3	Homo sapiens	Metazoa	615		0	False	1.0	train
P27731	Gallus gallus	Metazoa	150	20.0	1		0.0	train
Q9S7G6	Arabidopsis thaliana	Plants	991		0	False	0.0	train
P48747	Oryctolagus cuniculus	Metazoa	557	21.0	1		0.0	train
Q9UUI2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	165		0	False	2.0	train
P49815	Homo sapiens	Metazoa	1807		0	False	0.0	train
Q94CD4	Arabidopsis thaliana	Plants	134		0	False	3.0	train
Q5MJP5	Anuroctonus phaiodactylus	Metazoa	90	18.0	1		3.0	train
Q8N3J2	Homo sapiens	Metazoa	472		0	False	1.0	train
P32761	Chlamydomonas moewusii	Plants	218		0	False	1.0	train
P09486	Homo sapiens	Metazoa	303	17.0	1		1.0	train
P23225	Zea mays	Plants	1616		0	False	2.0	train
P18491	Drosophila melanogaster	Metazoa	199		0	False	1.0	train
P40466	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	484		0	False	1.0	train
P38197	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	257		0	False	3.0	train
Q06596	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	294		0	False	2.0	train
Q8VZS0	Arabidopsis thaliana	Plants	321		0	True	2.0	train
P07257	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	368		0	False	4.0	train
Q9SYK4	Arabidopsis thaliana	Plants	1136		0	False	0.0	train
Q3HNG7	Bos taurus	Metazoa	343		0	False	0.0	train
Q9C108	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	163		0	False	0.0	train
Q9NRM6	Homo sapiens	Metazoa	502	17.0	1		2.0	train
Q9VH07	Drosophila melanogaster	Metazoa	456		0	False	1.0	train
Q26366	Drosophila melanogaster	Metazoa	453		0	False	2.0	train
Q8CDY7	Mus musculus	Metazoa	219		0	False	3.0	train
Q84MB5	Arabidopsis thaliana	Plants	280		0	True	1.0	train
B1AL88	Homo sapiens	Metazoa	458		0	True	3.0	train
Q7Z713	Homo sapiens	Metazoa	158		0	False	1.0	train
J9VE33	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	1094		0	False	3.0	train
Q6UX27	Homo sapiens	Metazoa	236	16.0	1		3.0	train
A6NGQ2	Homo sapiens	Metazoa	149		0	False	0.0	train
Q15650	Homo sapiens	Metazoa	581		0	False	0.0	train
Q9US26	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	351		0	False	1.0	train
Q9LVD0	Arabidopsis thaliana	Plants	289		0	False	3.0	train
Q9VLP3	Drosophila melanogaster	Metazoa	122		0	False	4.0	train
Q9BQ52	Homo sapiens	Metazoa	826		0	False	0.0	train
Q9WUB6	Mus musculus	Metazoa	687		0	True	3.0	train
Q8RXN6	Arabidopsis thaliana	Plants	485		0	False	3.0	train
A0A7M6UMR7	Apis mellifera	Metazoa	1010	16.0	1		0.0	train
P40055	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	554		0	False	2.0	train
P38852	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	340		0	False	2.0	train
Q9P2H5	Homo sapiens	Metazoa	1018		0	False	3.0	train
O88484	Rattus norvegicus	Metazoa	530		0	False	4.0	train
D3ZKT0	Rattus norvegicus	Metazoa	337		0	False	3.0	train
Q8RWH9	Arabidopsis thaliana	Plants	513		0	False	1.0	train
Q9Y3V2	Homo sapiens	Metazoa	267		0	False	3.0	train
P07529	Naganishia albida	Fungi	332	21.0	1		0.0	train
Q12507	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	346		0	False	1.0	train
Q9Y6X4	Homo sapiens	Metazoa	670		0	False	4.0	train
O75629	Homo sapiens	Metazoa	220	31.0	1		0.0	train
A0PJW6	Homo sapiens	Metazoa	202		0	True	1.0	train
Q9FFD8	Arabidopsis thaliana	Plants	104		0	False	2.0	train
P35658	Homo sapiens	Metazoa	2090		0	False	4.0	train
